x, y
0.05615942028985507, 32
0.05434782608695652, 30.666666666666664
0.09601449275362318, 30.444444444444443
0.1213768115942029, 29.11111111111111
0.10326086956521739, 27.11111111111111
0.10326086956521739, 25.11111111111111
0.13768115942028986, 25.555555555555554
0.1539855072463768, 24.888888888888886
0.15760869565217392, 24.444444444444443
0.1956521739130435, 22.444444444444443
0.19202898550724637, 21.11111111111111
0.1847826086956522, 21.555555555555554
0.2282608695652174, 19.777777777777775
0.24818840579710144, 17.333333333333332
0.27898550724637683, 16.444444444444443
0.3079710144927536, 15.333333333333332
0.3007246376811594, 13.11111111111111
0.31884057971014496, 14
0.32065217391304346, 12.888888888888888
0.38224637681159424, 8
