x, y
0.055956678700361015, 75.08379888268156
0.055956678700361015, 71.95530726256983
0.09747292418772563, 73.74301675977654
0.12274368231046932, 62.56983240223463
0.10649819494584838, 59.4413407821229
0.10288808664259928, 55.418994413407816
0.13898916967509026, 49.608938547486034
0.15342960288808666, 50.50279329608938
0.15703971119133575, 50.50279329608938
0.1931407942238267, 55.418994413407816
0.19494584837545126, 53.63128491620111
0.2292418772563177, 49.162011173184354
0.18592057761732853, 43.351955307262564
0.24909747292418774, 36.20111731843575
0.2797833935018051, 37.988826815642454
0.30866425992779783, 37.54189944134078
0.2996389891696751, 31.731843575418992
0.3194945848375451, 31.731843575418992
0.3212996389891697, 23.687150837988824
0.3808664259927798, 19.217877094972067
