x, y
0.056016642592388824, 6426.752239256583
0.09751036679727601, 6363.057093318698
0.10580916735500069, 6140.127824341277
0.12240662917858194, 6331.210054893351
0.10373448462705304, 5757.962294149934
0.15352700938966482, 5789.809332575281
0.1556016921176125, 5853.503409425971
0.13900416064809717, 5694.267148212049
0.19294605086660435, 6171.974862766624
0.195020803240486, 5821.656371000626
0.1867220026827614, 5439.490840809282
0.2302904792615303, 5694.267148212049
0.2489626934589932, 5089.172349043286
0.280083004024142, 5152.866425893976
0.3070539491333957, 5184.713464319323
0.29875521822160506, 4675.159780426596
0.3195021151470156, 4738.853857277288
0.32157679787496324, 4292.99318114806
0.3817427362773134, 3847.1335741060243
