x, y
0.10469314079422383, 30
0.12274368231046932, 30.444444444444443
0.13898916967509026, 25.555555555555554
0.055956678700361015, 24.666666666666664
0.055956678700361015, 23.777777777777775
0.09747292418772563, 23.555555555555554
0.15703971119133575, 27.11111111111111
0.15342960288808666, 25.333333333333332
0.1931407942238267, 27.777777777777775
0.19675090252707583, 22.666666666666664
0.18772563176895307, 22
0.2292418772563177, 21.333333333333332
0.24909747292418774, 18.22222222222222
0.2797833935018051, 17.555555555555554
0.30866425992779783, 16.88888888888889
0.30144404332129965, 13.333333333333332
0.3194945848375451, 14.222222222222221
0.3212996389891697, 13.777777777777777
0.3808664259927798, 8.88888888888889
